0,1, 21,1, 1, 0, 2, 2, 3, 0, 0, 3, 2, 2, 2, 2, 2, 2, 4, 5, 5, 5, 6, 6, 6, 4, 3, 3, 2, 2, 4,0
0,0,18,0,3,2,1,2,1,2,2,2,2,3,3,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1
0,1, 21,1, 2, 1, 2, 5, 0, 0, 4, 4, 0, 0, 1, 1, 1, 1, 1, 2, 3, 4, 5, 5, 5, 3, 5, 4, 1, 1, 0,0

1,0,25,4,1,1,2,2,0,0,3,3,1,1,4,4,0,0,1,1,1,1,3,0,2,0,0,0,1,2,0,1

0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0, 1,21,2, 2, 2, 2, 5, 0, 0, 1, 4, 0, 0, 1, 1, 4, 4, 1, 2, 3, 4, 5, 8, 4, 3, 5, 2, 1, 4, 1,0
0, 1,21,2, 1, 2, 8, 10, 0, 0, 4, 4, 1, 1, 1, 1, 4, 4, 1, 2, 2, 3, 5, 4, 5, 3, 5, 2, 1, 4, 1,0
0,2,21,3, 2, 0, 10, 12, 0, 2, 0, 2, 0, 0, 1, 2, 1, 2, 4, 5, 5, 5, 6, 6, 6, 4, 3, 3, 2, 2, 4,1

0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0, 1,23,2, 2, 2, 2, 5, 0, 0, 1, 4, 0, 0, 1, 1, 4, 4, 1, 2, 3, 4, 5, 8, 4, 3, 5, 2, 1, 4, 1,0
0, 1,25,2, 1, 2, 8, 10, 0, 0, 4, 4, 1, 1, 1, 1, 4, 4, 1, 2, 2, 3, 5, 4, 5, 3, 5, 2, 1, 4, 1,0

0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,2,21,3, 2, 0, 10, 12, 0, 2, 0, 2, 0, 0, 1, 2, 1, 2, 4, 5, 5, 5, 6, 6, 6, 4, 3, 3, 2, 2, 4,1
1,2,31,3, 2, 0, 10, 12, 0, 2, 0, 2, 0, 0, 1, 2, 1, 2, 4, 5, 5, 5, 6, 6, 6, 4, 3, 3, 2, 2, 4,1

0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0, 1,24,2, 2, 1, 2, 5, 0, 0, 1, 4, 0, 0, 1, 1, 4, 4, 1, 2, 3, 4, 5, 8, 4, 3, 5, 2, 1, 4, 1,0

0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
0,3,18,0,1,2,2,4,2,2,3,3,2,3,3,2,4,2,2,2,2,2,1,1,3,1,1,4,0,3,1,0
